OBJECTID_1,ADMINISTRA,UNIDAD_FIS,NOM_DPTO,NOM_PROV,NOM_DIST,UF_nombre,geometry_wkt
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (451283 9615786)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (452526 9617682)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493316 9578087)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (464174 9562314)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (506561 9463794)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492962 9531087)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493431 9578389)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (471210 9565971)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (475213 9587486)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492379 9572949)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493203 9578338)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (506624 9463987)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (501911 9514615)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (496244 9522382)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (507905 9468264)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (508911 9471626)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (420236 9647775)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (506726 9498468)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (507484 9493353)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493351 9530022)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (491577 9534254)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (487324 9543239)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (490059 9579445)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (457626 9626255)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493778 9527998)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (471218 9565982)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493417 9578019)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494784 9525177)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (451300 9615771)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (502758 9510581)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (459559 9623723)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (449497 9617969)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (451230 9615856)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (459665 9623412)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (485450 9547043)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493578 9578873)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492712 9576887)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493639 9528826)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493666 9528677)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493389 9578411)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (456243 9626303)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (427195 9638539)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (429802 9627448)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494160 9578156)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (456212 9626261)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (489630 9563581)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (487161 9555331)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (458897 9625122)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493236 9578518)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493241 9578551)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493631 9528858)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493633 9528850)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492875 9577323)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493970 9575608)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (458853 9625306)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (508738 9478548)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493969 9576384)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493383 9578626)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492716 9578395)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (456244 9626814)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493293 9578096)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494631 9575752)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492709 9576711)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493265 9578478)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (495143 9575306)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (456364 9626441)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (419949 9647626)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492788 9576764)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492716 9576650)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (509750 9476157)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (458809 9625301)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (429014 9630760)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (427219 9635091)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492747 9576847)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492797 9576740)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493910 9576411)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494859 9574466)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (527243 9498965)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (458616 9625263)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (458564 9625255)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (453562 9609952)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494928 9574624)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494420 9575890)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494862 9575348)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (418985 9648782)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493349 9578187)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (458591 9624744)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (505388 9461065)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (505325 9461042)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493078 9577574)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (420801 9646514)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (420472 9647215)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (420025 9647383)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (419858 9647744)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (458805 9625272)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (418562 9649261)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (418723 9649126)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492801 9576800)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493390 9578366)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (470747 9588359)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493388 9578297)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493536 9578465)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493179 9578352)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493375 9578460)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492569 9578413)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (460368 9621563)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (454428 9622985)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (458782 9625239)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493039 9577466)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (427189 9638531)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (420047 9647374)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493339 9578439)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (458479 9624815)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493538 9578539)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (427585 9632850)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (456067 9626820)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (444233 9625343)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492413 9578396)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493287 9578380)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492981 9577425)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (505425 9461113)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (505390 9461113)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494166 9578146)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (456072 9626802)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (459544 9623640)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (507474 9494374)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493391 9577988)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494693 9525864)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (455494 9627832)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492510 9577822)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493361 9577134)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493287 9578375)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493287 9578385)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492261 9578249)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (455408 9611492)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492686 9576857)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (456405 9626865)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494755 9525388)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (457473 9626192)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (504398 9505404)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493223 9578482)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492795 9576780)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492064 9533210)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (501021 9515876)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (497346 9521691)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (470918 9565809)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (504397 9505399)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (495076 9574863)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494111 9527269)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494093 9527316)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494846 9524675)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493678 9528552)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (506187 9499772)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (490488 9538698)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (497628 9520293)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (496660 9522150)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492953 9578191)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493387 9578400)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (474827 9567943)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (505417 9461052)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (505358 9461272)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494134 9577717)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (452500 9617780)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (507486 9489597)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (458808 9625295)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (487519 9542816)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (507485 9484806)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (455420 9625683)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (507476 9493233)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (505605 9501136)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (504776 9503958)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (504587 9504613)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (507485 9488994)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (495831 9522625)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (502203 9513986)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494733 9525517)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (507486 9491993)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (507484 9491544)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493350 9578458)
NA,Upland Oil And Gas Llc Sucursal del Perú,Lote 8,NA,NA,NA,Lote 8,POINT (482628 9572215)
NA,Upland Oil And Gas Llc Sucursal del Perú,Lote 8,NA,NA,NA,Lote 8,POINT (489716 9579650)
NA,Upland Oil And Gas Llc Sucursal del Perú,Lote 8,NA,NA,NA,Lote 8,POINT (462973 9561527)
NA,Upland Oil And Gas Llc Sucursal del Perú,Lote 8,NA,NA,NA,Lote 8,POINT (471282 9566020)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (537667 9582257)
NA,Upland Oil And Gas Llc Sucursal del Perú,Lote 8,NA,NA,NA,Lote 8,POINT (495064 9575394)
NA,Upland Oil And Gas Llc Sucursal del Perú,Lote 8,NA,NA,NA,Lote 8,POINT (492672 9577748)
NA,Upland Oil And Gas Llc Sucursal del Perú,Lote 9,NA,NA,NA,Lote 9,POINT (508534 9479298)
NA,Graña y Montero S.A.,Lote I,NA,NA,NA,Lote I,POINT (474394 9495338)
NA,Graña y Montero S.A.,Lote I,NA,NA,NA,Lote I,POINT (468149 9490878)
NA,Graña y Montero S.A.,Lote I,NA,NA,NA,Lote I,POINT (468640 9489792)
NA,Graña y Montero S.A.,Lote I,NA,NA,NA,Lote I,POINT (469575 9491507)
NA,Graña y Montero S.A.,Lote I,NA,NA,NA,Lote I,POINT (472572 9492374)
NA,Graña y Montero S.A.,Lote I,NA,NA,NA,Lote I,POINT (471187 9490521)
NA,Graña y Montero S.A.,Lote I,NA,NA,NA,Lote I,POINT (469036 9487918)
NA,Unna Energía S.A.,Lote I,NA,NA,NA,Lote I,POINT (475570 9498608)
NA,Unna Energía S.A.,Lote I,NA,NA,NA,Lote I,POINT (471279 9491382)
NA,Unna Energía S.A.,Lote I,NA,NA,NA,Lote I,POINT (474632 9499580)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (475505 9491697)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (470170 9488826)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (470165 9488820)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (NA NA)
NA,Unna Energía S.A.,Lote I,NA,NA,NA,Lote I,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote I,NA,NA,NA,Lote I,POINT (NA NA)
NA,Petrolera Monterrico S.A.,Lote II,NA,NA,NA,Lote II,POINT (488032 9519915)
NA,Petrolera Monterrico S.A.,Lote II,NA,NA,NA,Lote II,POINT (487054 9518647)
NA,Graña y Montero S.A.,Lote III,NA,NA,NA,Lote III,POINT (485882 9484636)
NA,Graña y Montero S.A.,Lote III,NA,NA,NA,Lote III,POINT (484365 9462216)
NA,Graña y Montero S.A.,Lote III,NA,NA,NA,Lote III,POINT (487277 9461110)
NA,Graña y Montero S.A.,Lote III,NA,NA,NA,Lote III,POINT (484572 9462756)
NA,Graña y Montero S.A.,Lote III,NA,NA,NA,Lote III,POINT (485886 9466353)
NA,Unna Energía S.A.,Lote III,NA,NA,NA,Lote III,POINT (481147 9463808)
NA,Graña y Montero S.A.,Lote III,NA,NA,NA,Lote III,POINT (485214 9461291)
NA,Unna Energía S.A.,Lote III,NA,NA,NA,Lote III,POINT (485249 9485757)
NA,Unna Energía S.A.,Lote III,NA,NA,NA,Lote III,POINT (485346 9485490)
NA,Unna Energía S.A.,Lote III,NA,NA,NA,Lote III,POINT (485459 9485524)
NA,Unna Energía S.A.,Lote III,NA,NA,NA,Lote III,POINT (485200 9485516)
NA,Unna Energía S.A.,Lote III,NA,NA,NA,Lote III,POINT (NA NA)
NA,Unna Energía S.A.,Lote III,NA,NA,NA,Lote III,POINT (484784 9459850)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (481394 9449982)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (NA NA)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (486806 9491891)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (486355 9492149)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (480727 9506434)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (474834 9499939)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (482519 9508954)
NA,Graña y Montero S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (480785 9500235)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (481208 9507763)
NA,Graña y Montero S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (481033 9500675)
NA,Graña y Montero S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (480364 9504536)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (480817 9501571)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (481482 9500420)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (484405 9488893)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (486343 9492160)
NA,Unna Energía S.A.,Lote IV,NA,NA,NA,Lote IV,POINT (480892 9500539)
NA,Graña y Montero S.A.,Lote V,NA,NA,NA,Lote V,POINT (487735 9536320)
NA,Petróleos del Perú S.A.,Lote VI,NA,NA,NA,Lote VI,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote VI,NA,NA,NA,Lote VI,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote VI,NA,NA,NA,Lote VI,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote VI,NA,NA,NA,Lote VI,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote VI,NA,NA,NA,Lote VI,POINT (NA NA)
NA,Petróleos del Perú S.A.,Lote VI,NA,NA,NA,Lote VI,POINT (469905 9505911)
NA,Olympic Perú Inc Sucursal del Perú,Lote VII,NA,NA,NA,Lote VII,POINT (469292 9507465)
NA,Olympic Perú Inc Sucursal del Perú,Lote VII,NA,NA,NA,Lote VII,POINT (477048 9485091)
NA,Olympic Perú Inc Sucursal del Perú,Lote VII,NA,NA,NA,Lote VII,POINT (NA NA)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (474395 9501856)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (467355 9506890)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (465112 9480597)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (468589 9506995)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (469813 9503518)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (467749 9506717)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (467219 9506740)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (468559 9507600)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (470353 9503351)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (465103 9480609)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (477980 9500754)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (478053 9499698)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (470201 9501602)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (467826 9507712)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (467504 9502130)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (467417 9505648)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (472908 9505258)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (480817 9501571)
NA,Sapet Development Perú Inc Sucursal del Perú,Lote VII/VI,NA,NA,NA,Lote VII/VI,POINT (471902 9508810)
